full_time;mid_price
-2_403300;1988.0
-2_403400;1987.5
-2_403500;1988.5
-2_403600;1989.5
-2_403700;1989.5
-2_403800;1988.5
-2_403900;1988.0
-2_404000;1986.5
-2_404100;1988.5
-2_404200;1989.0
-2_404300;1990.5
-2_404400;1989.5
-2_404500;1990.0
-2_404600;1991.0
-2_404700;1991.5
-2_404800;1991.5
-2_404900;1993.0
-2_405000;1992.5
-2_405100;1992.5
-2_405200;1993.5
-2_405300;1994.0
-2_405400;1992.5
-2_405500;1993.0
-2_405600;1994.5
-2_405700;1994.5
-2_405800;1994.5
-2_405900;1995.0
-2_406000;1994.0
-2_406100;1994.5
-2_406200;1994.0
-2_406300;1993.5
-2_406400;1994.0
-2_406500;1995.5
-2_406600;1995.0
-2_406700;1994.5
-2_406800;1995.5
-2_406900;1994.5
-2_407000;1994.0
-2_407100;1994.5
-2_407200;1995.0
-2_407300;1993.0
-2_407400;1993.5
-2_407500;1993.5
-2_407600;1992.5
-2_407700;1991.5
-2_407800;1992.0
-2_407900;1992.0
-2_408000;1992.5
-2_408100;1992.5
-2_408200;1991.0
-2_408300;1989.5
-2_408400;1989.5
-2_408500;1989.0
-2_408600;1988.5
-2_408700;1988.0
-2_408800;1987.0
-2_408900;1987.5
-2_409000;1987.0
-2_409100;1987.5
-2_409200;1984.5
-2_409300;1985.5
-2_409400;1985.0
-2_409500;1985.5
-2_409600;1984.5
-2_409700;1985.0
-2_409800;1985.5
-2_409900;1985.5
-2_410000;1984.0
-2_410100;1983.0
-2_410200;1983.5
-2_410300;1983.5
-2_410400;1985.0
-2_410500;1985.5
-2_410600;1987.5
-2_410700;1989.0
-2_410800;1985.5
-2_410900;1987.5
-2_411000;1988.0
-2_411100;1989.5
-2_411200;1987.0
-2_411300;1986.5
-2_411400;1984.0
-2_411500;1985.5
-2_411600;1984.5
-2_411700;1983.5
-2_411800;1982.5
-2_411900;1982.0
-2_412000;1982.5
-2_412100;1982.5
-2_412200;1980.0
-2_412300;1981.5
-2_412400;1980.5
-2_412500;1980.0
-2_412600;1981.5
-2_412700;1980.0
-2_412800;1980.5
-2_412900;1979.5
-2_413000;1978.5
-2_413100;1977.0
-2_413200;1977.0
-2_413300;1976.0
-2_413400;1977.5
-2_413500;1976.0
-2_413600;1975.5
-2_413700;1976.5
-2_413800;1975.5
-2_413900;1977.5
-2_414000;1977.0
-2_414100;1978.0
-2_414200;1978.5
-2_414300;1975.5
-2_414400;1976.5
-2_414500;1976.5
-2_414600;1976.0
-2_414700;1973.5
-2_414800;1973.5
-2_414900;1972.5
-2_415000;1970.5
-2_415100;1970.5
-2_415200;1969.0
-2_415300;1970.5
-2_415400;1970.0
-2_415500;1971.5
-2_415600;1971.0
-2_415700;1970.5
-2_415800;1970.5
-2_415900;1976.5
-2_416000;1975.5
-2_416100;1975.5
-2_416200;1979.5
-2_416300;1979.5
-2_416400;1978.5
-2_416500;1977.5
-2_416600;1977.5
-2_416700;1977.5
-2_416800;1977.5
-2_416900;1977.0
-2_417000;1978.5
-2_417100;1977.5
-2_417200;1977.5
-2_417300;1979.0
-2_417400;1978.5
-2_417500;1975.0
-2_417600;1976.5
-2_417700;1977.0
-2_417800;1977.0
-2_417900;1977.5
-2_418000;1978.0
-2_418100;1977.5
-2_418200;1977.5
-2_418300;1975.5
-2_418400;1975.5
-2_418500;1975.0
-2_418600;1975.5
-2_418700;1972.0
-2_418800;1973.5
-2_418900;1973.5
-2_419000;1974.5
-2_419100;1973.5
-2_419200;1973.5
-2_419300;1974.0
-2_419400;1974.5
-2_419500;1973.5
-2_419600;1973.0
-2_419700;1972.5
-2_419800;1972.5
-2_419900;1973.5
-2_420000;1975.0
-2_420100;1977.5
-2_420200;1976.5
-2_420300;1976.5
-2_420400;1977.5
-2_420500;1981.5
-2_420600;1979.5
-2_420700;1977.5
-2_420800;1978.5
-2_420900;1976.5
-2_421000;1976.5
-2_421100;1977.5
-2_421200;1976.5
-2_421300;1977.5
-2_421400;1977.0
-2_421500;1978.5
-2_421600;1979.5
-2_421700;1979.5
-2_421800;1979.0
-2_421900;1979.5
-2_422000;1977.5
-2_422100;1980.5
-2_422200;1981.5
-2_422300;1980.5
-2_422400;1982.0
-2_422500;1981.5
-2_422600;1980.0
-2_422700;1983.0
-2_422800;1982.0
-2_422900;1981.5
-2_423000;1982.5
-2_423100;1980.5
-2_423200;1982.0
-2_423300;1982.5
-2_423400;1981.5
-2_423500;1981.0
-2_423600;1979.5
-2_423700;1985.5
-2_423800;1985.5
-2_423900;1984.5
-2_424000;1984.0
-2_424100;1983.0
-2_424200;1984.5
-2_424300;1983.5
-2_424400;1985.5
-2_424500;1984.5
-2_424600;1984.5
-2_424700;1985.5
-2_424800;1984.0
-2_424900;1984.0
-2_425000;1985.5
-2_425100;1987.5
-2_425200;1985.0
-2_425300;1985.0
-2_425400;1985.5
-2_425500;1985.5
-2_425600;1987.0
-2_425700;1987.5
-2_425800;1987.5
-2_425900;1987.5
-2_426000;1986.5
-2_426100;1986.5
-2_426200;1986.5
-2_426300;1987.5
-2_426400;1987.0
-2_426500;1987.0
-2_426600;1989.0
-2_426700;1989.5
-2_426800;1989.0
-2_426900;1988.5
-2_427000;1989.5
-2_427100;1989.5
-2_427200;1989.0
-2_427300;1989.5
-2_427400;1990.0
-2_427500;1991.5
-2_427600;1990.5
-2_427700;1992.5
-2_427800;1993.0
-2_427900;1993.0
-2_428000;1994.5
-2_428100;1993.0
-2_428200;1993.0
-2_428300;1996.5
-2_428400;1993.5
-2_428500;1995.5
-2_428600;1996.5
-2_428700;1994.5
-2_428800;1994.0
-2_428900;1995.5
-2_429000;1996.5
-2_429100;1995.5
-2_429200;1995.0
-2_429300;1998.5
-2_429400;1997.0
-2_429500;1996.0
-2_429600;1995.5
-2_429700;1996.5
-2_429800;1996.5
-2_429900;1996.5
-2_430000;1995.5
-2_430100;1996.5
-2_430200;1996.5
-2_430300;1995.5
-2_430400;1995.5
-2_430500;1995.5
-2_430600;1996.5
-2_430700;1997.0
-2_430800;1998.5
-2_430900;1997.5
-2_431000;1994.5
-2_431100;1995.0
-2_431200;1994.5
-2_431300;1994.5
-2_431400;1994.0
-2_431500;1993.5
-2_431600;1992.5
-2_431700;1991.5
-2_431800;1991.5
-2_431900;1993.5
-2_432000;1993.5
-2_432100;1991.5
-2_432200;1991.5
-2_432300;1990.5
-2_432400;1989.5
-2_432500;1989.5
-2_432600;1989.0
-2_432700;1988.5
-2_432800;1988.0
-2_432900;1987.5
-2_433000;1988.5
-2_433100;1988.5
-2_433200;1989.0
-2_433300;1988.5
-2_433400;1989.5
-2_433500;1988.5
-2_433600;1987.5
-2_433700;1986.5
-2_433800;1985.5
-2_433900;1986.0
-2_434000;1986.0
-2_434100;1986.0
-2_434200;1985.5
-2_434300;1985.5
-2_434400;1983.5
-2_434500;1983.5
-2_434600;1981.0
-2_434700;1982.5
-2_434800;1981.0
-2_434900;1981.5
-2_435000;1981.5
-2_435100;1980.0
-2_435200;1979.5
-2_435300;1977.0
-2_435400;1977.5
-2_435500;1978.0
-2_435600;1976.5
-2_435700;1977.5
-2_435800;1976.5
-2_435900;1977.5
-2_436000;1977.0
-2_436100;1976.5
-2_436200;1976.0
-2_436300;1975.5
-2_436400;1974.0
-2_436500;1970.5
-2_436600;1970.5
-2_436700;1970.5
-2_436800;1970.0
-2_436900;1970.5
-2_437000;1970.5
-2_437100;1969.5
-2_437200;1969.5
-2_437300;1969.0
-2_437400;1967.0
-2_437500;1968.5
-2_437600;1969.5
-2_437700;1969.0
-2_437800;1969.5
-2_437900;1969.5
-2_438000;1970.0
-2_438100;1970.5
-2_438200;1971.5
-2_438300;1971.5
-2_438400;1970.0
-2_438500;1976.0
-2_438600;1975.0
-2_438700;1975.0
-2_438800;1975.5
-2_438900;1980.5
-2_439000;1980.5
-2_439100;1981.0
-2_439200;1979.5
-2_439300;1980.5
-2_439400;1980.5
-2_439500;1982.0
-2_439600;1983.5
-2_439700;1982.0
-2_439800;1982.5
-2_439900;1983.5
-2_440000;1983.5
-2_440100;1984.5
-2_440200;1982.0
-2_440300;1981.5
-2_440400;1981.5
-2_440500;1982.5
-2_440600;1982.5
-2_440700;1982.5
-2_440800;1985.5
-2_440900;1985.0
-2_441000;1988.5
-2_441100;1987.5
-2_441200;1987.5
-2_441300;1988.5
-2_441400;1987.5
-2_441500;1989.0
-2_441600;1989.5
-2_441700;1990.0
-2_441800;1990.5
-2_441900;1989.0
-2_442000;1990.0
-2_442100;1990.0
-2_442200;1991.5
-2_442300;1991.0
-2_442400;1992.5
-2_442500;1993.5
-2_442600;1992.5
-2_442700;1992.5
-2_442800;1992.5
-2_442900;1992.0
-2_443000;1993.5
-2_443100;1993.5
-2_443200;1992.0
-2_443300;1991.5
-2_443400;1991.0
-2_443500;1990.5
-2_443600;1991.5
-2_443700;1989.0
-2_443800;1991.0
-2_443900;1991.0
-2_444000;1991.5
-2_444100;1989.0
-2_444200;1986.0
-2_444300;1986.0
-2_444400;1987.5
-2_444500;1986.5
-2_444600;1987.0
-2_444700;1986.0
-2_444800;1987.0
-2_444900;1987.0
-2_445000;1987.5
-2_445100;1986.5
-2_445200;1986.0
-2_445300;1986.0
-2_445400;1990.5
-2_445500;1988.0
-2_445600;1987.5
-2_445700;1985.5
-2_445800;1985.5
-2_445900;1985.0
-2_446000;1984.5
-2_446100;1984.5
-2_446200;1983.5
-2_446300;1983.0
-2_446400;1983.5
-2_446500;1982.0
-2_446600;1981.0
-2_446700;1980.5
-2_446800;1980.5
-2_446900;1972.0
-2_447000;1972.5
-2_447100;1973.5
-2_447200;1973.0
-2_447300;1971.0
-2_447400;1970.5
-2_447500;1970.5
-2_447600;1971.0
-2_447700;1972.5
-2_447800;1971.5
-2_447900;1970.5
-2_448000;1970.5
-2_448100;1969.5
-2_448200;1967.5
-2_448300;1970.0
-2_448400;1968.5
-2_448500;1968.5
-2_448600;1967.5
-2_448700;1968.0
-2_448800;1969.0
-2_448900;1969.5
-2_449000;1969.5
-2_449100;1969.0
-2_449200;1970.0
-2_449300;1967.5
-2_449400;1968.5
-2_449500;1967.5
-2_449600;1968.5
-2_449700;1968.5
-2_449800;1969.0
-2_449900;1969.5
-2_450000;1971.0
-2_450100;1970.5
-2_450200;1969.5
-2_450300;1969.5
-2_450400;1968.5
-2_450500;1965.0
-2_450600;1965.5
-2_450700;1965.5
-2_450800;1964.5
-2_450900;1970.5
-2_451000;1964.0
-2_451100;1965.5
-2_451200;1964.5
-2_451300;1966.5
-2_451400;1963.5
-2_451500;1965.0
-2_451600;1965.0
-2_451700;1967.5
-2_451800;1966.5
-2_451900;1968.5
-2_452000;1973.5
-2_452100;1972.5
-2_452200;1974.5
-2_452300;1972.5
-2_452400;1971.5
-2_452500;1975.0
-2_452600;1973.0
-2_452700;1974.5
-2_452800;1972.0
-2_452900;1969.0
-2_453000;1969.5
-2_453100;1970.0
-2_453200;1970.5
-2_453300;1972.5
-2_453400;1970.0
-2_453500;1969.5
-2_453600;1969.5
-2_453700;1974.0
-2_453800;1973.5
-2_453900;1973.0
-2_454000;1969.5
-2_454100;1970.0
-2_454200;1967.5
-2_454300;1967.5
-2_454400;1964.5
-2_454500;1963.5
-2_454600;1963.5
-2_454700;1964.5
-2_454800;1965.5
-2_454900;1965.5
-2_455000;1965.5
-2_455100;1965.0
-2_455200;1964.5
-2_455300;1965.5
-2_455400;1967.0
-2_455500;1966.5
-2_455600;1966.5
-2_455700;1966.5
-2_455800;1967.5
-2_455900;1969.5
-2_456000;1970.5
-2_456100;1972.5
-2_456200;1974.5
-2_456300;1976.5
-2_456400;1978.5
-2_456500;1976.5
-2_456600;1976.5
-2_456700;1974.5
-2_456800;1977.0
-2_456900;1978.5
-2_457000;1977.0
-2_457100;1979.5
-2_457200;1982.5
-2_457300;1985.0
-2_457400;1982.5
-2_457500;1987.5
-2_457600;1991.5
-2_457700;1989.0
-2_457800;1989.5
-2_457900;1989.0
-2_458000;1990.5
-2_458100;1988.0
-2_458200;1989.5
-2_458300;1988.5
-2_458400;1990.0
-2_458500;1990.5
-2_458600;1989.0
-2_458700;1988.5
-2_458800;1987.0
-2_458900;1988.0
-2_459000;1987.5
-2_459100;1985.5
-2_459200;1985.5
-2_459300;1985.5
-2_459400;1984.5
-2_459500;1987.0
-2_459600;1989.0
-2_459700;1992.0
-2_459800;1990.5
-2_459900;1991.0
-2_460000;1992.0
-2_460100;1992.0
-2_460200;1993.0
-2_460300;1997.0
-2_460400;2001.5
-2_460500;2000.5
-2_460600;1999.5
-2_460700;2002.0
-2_460800;2003.5
-2_460900;2002.0
-2_461000;2003.5
-2_461100;2007.0
-2_461200;2006.5
-2_461300;2018.5
-2_461400;2021.5
-2_461500;2014.5
-2_461600;2015.5
-2_461700;2011.0
-2_461800;2011.5
-2_461900;2011.5
-2_462000;2013.0
-2_462100;2012.5
-2_462200;2015.0
-2_462300;2016.0
-2_462400;2018.0
-2_462500;2017.5
-2_462600;2019.5
-2_462700;2021.5
-2_462800;2020.5
-2_462900;2021.0
-2_463000;2021.5
-2_463100;2020.5
-2_463200;2022.5
-2_463300;2021.0
-2_463400;2022.0
-2_463500;2019.5
-2_463600;2017.0
-2_463700;2019.5
-2_463800;2019.5
-2_463900;2019.5
-2_464000;2019.5
-2_464100;2019.5
-2_464200;2016.5
-2_464300;2018.0
-2_464400;2016.0
-2_464500;2017.0
-2_464600;2016.5
-2_464700;2017.0
-2_464800;2018.0
-2_464900;2017.5
-2_465000;2018.0
-2_465100;2019.5
-2_465200;2017.5
-2_465300;2016.5
-2_465400;2019.0
-2_465500;2020.5
-2_465600;2019.5
-2_465700;2020.5
-2_465800;2021.5
-2_465900;2021.0
-2_466000;2020.5
-2_466100;2020.5
-2_466200;2018.5
-2_466300;2017.5
-2_466400;2018.5
-2_466500;2016.5
-2_466600;2015.0
-2_466700;2017.0
-2_466800;2017.5
-2_466900;2016.5
-2_467000;2013.5
-2_467100;2014.5
-2_467200;2012.0
-2_467300;2011.0
-2_467400;2010.5
-2_467500;2007.0
-2_467600;2006.5
-2_467700;2005.0
-2_467800;2006.0
-2_467900;2004.5
-2_468000;2003.5
-2_468100;2004.0
-2_468200;2003.5
-2_468300;2002.0
-2_468400;2002.0
-2_468500;2005.5
-2_468600;2003.5
-2_468700;2003.5
-2_468800;2004.0
-2_468900;2002.5
-2_469000;2002.5
-2_469100;2002.5
-2_469200;2002.5
-2_469300;2002.5
-2_469400;2002.0
-2_469500;2001.5
-2_469600;2002.5
-2_469700;2003.5
-2_469800;2004.5
-2_469900;2001.5
-2_470000;2003.0
-2_470100;2003.0
-2_470200;2003.0
-2_470300;2003.5
-2_470400;2004.0
-2_470500;2005.5
-2_470600;2005.0
-2_470700;2005.5
-2_470800;2004.5
-2_470900;2006.0
-2_471000;2003.5
-2_471100;2005.5
-2_471200;2004.5
-2_471300;2002.5
-2_471400;2003.0
-2_471500;2001.5
-2_471600;1999.5
-2_471700;1998.0
-2_471800;1998.5
-2_471900;1996.5
-2_472000;1999.5
-2_472100;2002.0
-2_472200;1999.5
-2_472300;1997.5
-2_472400;2000.5
-2_472500;1999.5
-2_472600;1999.0
-2_472700;2000.5
-2_472800;2000.5
-2_472900;2002.5
-2_473000;2005.5
-2_473100;2006.5
-2_473200;2006.5
-2_473300;2008.5
-2_473400;2007.5
-2_473500;2006.5
-2_473600;2004.5
-2_473700;2005.5
-2_473800;2002.5
-2_473900;2002.0
-2_474000;2003.0
-2_474100;2005.5
-2_474200;2005.5
-2_474300;2006.0
-2_474400;2007.5
-2_474500;2007.0
-2_474600;2011.0
-2_474700;2017.0
-2_474800;2012.5
-2_474900;2017.0
-2_475000;2013.0
-2_475100;2012.5
-2_475200;2010.5
-2_475300;2010.5
-2_475400;2012.5
-2_475500;2014.5
-2_475600;2018.0
-2_475700;2027.5
-2_475800;2018.5
-2_475900;2025.0
-2_476000;2030.5
-2_476100;2029.5
-2_476200;2027.5
-2_476300;2019.5
-2_476400;2018.0
-2_476500;2021.0
-2_476600;2018.5
-2_476700;2018.0
-2_476800;2007.0
-2_476900;2012.5
-2_477000;2011.5
-2_477100;2008.5
-2_477200;2008.5
-2_477300;2011.0
-2_477400;2010.5
-2_477500;2010.5
-2_477600;2009.0
-2_477700;2007.5
-2_477800;2007.5
-2_477900;2011.5
-2_478000;2007.5
-2_478100;2007.5
-2_478200;2006.5
-2_478300;2008.5
-2_478400;2010.5
-2_478500;2009.5
-2_478600;2010.5
-2_478700;2012.5
-2_478800;2011.5
-2_478900;2012.0
-2_479000;2012.0
-2_479100;2014.5
-2_479200;2013.0
-2_479300;2013.5
-2_479400;2012.5
-2_479500;2015.0
-2_479600;2015.5
-2_479700;2016.5
-2_479800;2017.5
-2_479900;2015.5
-2_480000;2016.0
-2_480100;2014.0
-2_480200;2014.5
-2_480300;2016.0
-2_480400;2017.0
-2_480500;2016.0
-2_480600;2016.5
-2_480700;2016.0
-2_480800;2019.0
-2_480900;2021.5
-2_481000;2022.5
-2_481100;2022.0
-2_481200;2020.5
-2_481300;2018.5
-2_481400;2021.5
-2_481500;2022.5
-2_481600;2024.0
-2_481700;2021.5
-2_481800;2021.5
-2_481900;2020.0
-2_482000;2018.5
-2_482100;2016.5
-2_482200;2016.5
-2_482300;2015.5
-2_482400;2014.5
-2_482500;2015.0
-2_482600;2014.5
-2_482700;2013.0
-2_482800;2014.5
-2_482900;2014.5
-2_483000;2014.5
-2_483100;2016.5
-2_483200;2016.5
-2_483300;2017.5
-2_483400;2019.5
-2_483500;2024.5
-2_483600;2015.5
-2_483700;2018.5
-2_483800;2018.0
-2_483900;2018.0
-2_484000;2019.5
-2_484100;2017.5
-2_484200;2024.5
-2_484300;2026.0
-2_484400;2025.5
-2_484500;2023.5
-2_484600;2024.5
-2_484700;2023.0
-2_484800;2021.5
-2_484900;2023.5
-2_485000;2024.5
-2_485100;2022.5
-2_485200;2022.5
-2_485300;2024.5
-2_485400;2025.5
-2_485500;2025.5
-2_485600;2025.5
-2_485700;2025.0
-2_485800;2027.5
-2_485900;2026.5
-2_486000;2027.5
-2_486100;2028.5
-2_486200;2030.0
-2_486300;2030.5
-2_486400;2028.5
-2_486500;2027.0
-2_486600;2029.0
-2_486700;2028.5
-2_486800;2026.5
-2_486900;2026.0
-2_487000;2029.5
-2_487100;2032.5
-2_487200;2031.0
-2_487300;2032.0
-2_487400;2031.0
-2_487500;2031.5
-2_487600;2031.5
-2_487700;2030.0
-2_487800;2031.5
-2_487900;2030.0
-2_488000;2032.5
-2_488100;2031.5
-2_488200;2030.5
-2_488300;2030.0
-2_488400;2033.5
-2_488500;2034.5
-2_488600;2032.0
-2_488700;2034.5
-2_488800;2034.5
-2_488900;2030.5
-2_489000;2030.5
-2_489100;2032.5
-2_489200;2034.5
-2_489300;2034.5
-2_489400;2034.5
-2_489500;2033.5
-2_489600;2031.5
-2_489700;2032.5
-2_489800;2031.5
-2_489900;2031.5
-2_490000;2029.5
-2_490100;2029.0
-2_490200;2028.0
-2_490300;2027.5
-2_490400;2028.5
-2_490500;2027.5
-2_490600;2026.0
-2_490700;2027.5
-2_490800;2024.0
-2_490900;2023.5
-2_491000;2024.5
-2_491100;2022.5
-2_491200;2022.0
-2_491300;2022.5
-2_491400;2021.5
-2_491500;2019.5
-2_491600;2018.5
-2_491700;2016.5
-2_491800;2017.5
-2_491900;2016.0
-2_492000;2016.5
-2_492100;2016.5
-2_492200;2015.5
-2_492300;2014.5
-2_492400;2014.5
-2_492500;2016.5
-2_492600;2019.0
-2_492700;2017.5
-2_492800;2016.5
-2_492900;2015.5
-2_493000;2015.5
-2_493100;2014.0
-2_493200;2016.0
-2_493300;2016.5
-2_493400;2018.0
-2_493500;2018.5
-2_493600;2019.5
-2_493700;2019.5
-2_493800;2019.0
-2_493900;2025.5
-2_494000;2023.5
-2_494100;2025.5
-2_494200;2023.0
-2_494300;2027.0
-2_494400;2030.5
-2_494500;2031.5
-2_494600;2032.5
-2_494700;2032.5
-2_494800;2029.0
-2_494900;2029.0
-2_495000;2034.5
-2_495100;2034.5
-2_495200;2032.5
-2_495300;2031.5
-2_495400;2030.5
-2_495500;2034.5
-2_495600;2035.0
-2_495700;2038.0
-2_495800;2040.0
-2_495900;2039.5
-2_496000;2039.5
-2_496100;2043.0
-2_496200;2047.5
-2_496300;2048.0
-2_496400;2049.5
-2_496500;2051.5
-2_496600;2050.0
-2_496700;2053.0
-2_496800;2054.0
-2_496900;2055.5
-2_497000;2055.5
-2_497100;2060.5
-2_497200;2064.5
-2_497300;2067.5
-2_497400;2068.5
-2_497500;2064.5
-2_497600;2063.5
-2_497700;2066.0
-2_497800;2068.5
-2_497900;2064.5
-2_498000;2065.5
-2_498100;2067.5
-2_498200;2064.5
-2_498300;2066.5
-2_498400;2064.5
-2_498500;2063.5
-2_498600;2059.5
-2_498700;2058.5
-2_498800;2062.0
-2_498900;2064.5
-2_499000;2063.5
-2_499100;2062.5
-2_499200;2059.0
-2_499300;2060.0
-2_499400;2061.5
-2_499500;2064.5
-2_499600;2067.0
-2_499700;2066.5
-2_499800;2072.5
-2_499900;2067.0
-2_500000;2070.0
-2_500100;2070.0
-2_500200;2069.5
-2_500300;2066.5
-2_500400;2066.0
-2_500500;2064.0
-2_500600;2059.0
-2_500700;2060.0
-2_500800;2061.0
-2_500900;2065.5
-2_501000;2065.5
-2_501100;2067.5
-2_501200;2068.0
-2_501300;2066.5
-2_501400;2064.5
-2_501500;2064.0
-2_501600;2063.5
-2_501700;2061.5
-2_501800;2063.0
-2_501900;2066.0
-2_502000;2068.5
-2_502100;2069.5
-2_502200;2071.5
-2_502300;2077.5
-2_502400;2075.5
-2_502500;2078.5
-2_502600;2080.0
-2_502700;2073.5
-2_502800;2078.0
-2_502900;2082.5
-2_503000;2083.5
-2_503100;2089.5
-2_503200;2084.5
-2_503300;2084.0
-2_503400;2085.5
-2_503500;2076.0
-2_503600;2080.5
-2_503700;2080.5
-2_503800;2079.5
-2_503900;2078.5
-2_504000;2081.5
-2_504100;2073.5
-2_504200;2075.0
-2_504300;2070.0
-2_504400;2065.0
-2_504500;2063.5
-2_504600;2063.5
-2_504700;2062.0
-2_504800;2057.0
-2_504900;2057.0
-2_505000;2056.0
-2_505100;2054.5
-2_505200;2051.5
-2_505300;2047.5
-2_505400;2049.0
-2_505500;2045.5
-2_505600;2044.5
-2_505700;2041.0
-2_505800;2046.0
-2_505900;2044.0
-2_506000;2044.5
-2_506100;2045.0
-2_506200;2046.5
-2_506300;2048.5
-2_506400;2052.0
-2_506500;2051.5
-2_506600;2050.5
-2_506700;2048.5
-2_506800;2048.5
-2_506900;2046.5
-2_507000;2047.5
-2_507100;2046.5
-2_507200;2047.0
-2_507300;2047.5
-2_507400;2049.5
-2_507500;2049.5
-2_507600;2050.5
-2_507700;2051.0
-2_507800;2050.5
-2_507900;2050.5
-2_508000;2053.5
-2_508100;2052.0
-2_508200;2049.5
-2_508300;2051.5
-2_508400;2051.5
-2_508500;2055.5
-2_508600;2053.0
-2_508700;2052.5
-2_508800;2043.0
-2_508900;2044.0
-2_509000;2048.5
-2_509100;2051.5
-2_509200;2051.5
-2_509300;2050.5
-2_509400;2050.0
-2_509500;2049.5
-2_509600;2049.5
-2_509700;2045.5
-2_509800;2045.0
-2_509900;2046.5
-2_510000;2046.5
-2_510100;2048.5
-2_510200;2048.0
-2_510300;2043.5
-2_510400;2042.5
-2_510500;2037.5
-2_510600;2040.5
-2_510700;2040.5
-2_510800;2039.5
-2_510900;2041.5
-2_511000;2040.5
-2_511100;2041.0
-2_511200;2046.0
-2_511300;2047.0
-2_511400;2045.5
-2_511500;2044.0
-2_511600;2039.5
-2_511700;2035.5
-2_511800;2034.5
-2_511900;2035.0
-2_512000;2035.0
-2_512100;2036.5
-2_512200;2035.5
-2_512300;2039.0
-2_512400;2038.0
-2_512500;2037.5
-2_512600;2037.5
-2_512700;2034.5
-2_512800;2034.5
-2_512900;2035.5
-2_513000;2037.5
-2_513100;2035.0
-2_513200;2036.5
-2_513300;2036.5
-2_513400;2039.0
-2_513500;2039.5
-2_513600;2039.5
-2_513700;2040.5
-2_513800;2039.5
-2_513900;2043.5
-2_514000;2042.5
-2_514100;2041.5
-2_514200;2043.0
-2_514300;2044.5
-2_514400;2042.5
-2_514500;2043.5
-2_514600;2046.5
-2_514700;2047.5
-2_514800;2046.5
-2_514900;2046.5
-2_515000;2047.0
-2_515100;2046.5
-2_515200;2046.0
-2_515300;2046.5
-2_515400;2045.0
-2_515500;2047.5
-2_515600;2046.5
-2_515700;2046.5
-2_515800;2044.5
-2_515900;2044.0
-2_516000;2046.0
-2_516100;2044.5
-2_516200;2044.0
-2_516300;2044.0
-2_516400;2045.5
-2_516500;2043.0
-2_516600;2042.5
-2_516700;2043.5
-2_516800;2043.5
-2_516900;2044.0
-2_517000;2045.5
-2_517100;2045.5
-2_517200;2045.5
-2_517300;2044.5
-2_517400;2045.0
-2_517500;2046.0
-2_517600;2047.5
-2_517700;2047.5
-2_517800;2049.5
-2_517900;2051.5
-2_518000;2049.0
-2_518100;2045.0
-2_518200;2046.5
-2_518300;2045.5
-2_518400;2046.5
-2_518500;2047.0
-2_518600;2047.5
-2_518700;2049.0
-2_518800;2048.0
-2_518900;2049.5
-2_519000;2051.0
-2_519100;2054.0
-2_519200;2057.5
-2_519300;2061.5
-2_519400;2059.5
-2_519500;2060.0
-2_519600;2064.0
-2_519700;2065.5
-2_519800;2064.5
-2_519900;2064.5
-2_520000;2063.5
-2_520100;2064.5
-2_520200;2064.0
-2_520300;2061.0
-2_520400;2061.5
-2_520500;2059.5
-2_520600;2062.0
-2_520700;2062.5
-2_520800;2063.5
-2_520900;2064.0
-2_521000;2066.5
-2_521100;2069.5
-2_521200;2072.5
-2_521300;2072.5
-2_521400;2074.0
-2_521500;2073.5
-2_521600;2071.5
-2_521700;2070.0
-2_521800;2071.5
-2_521900;2070.0
-2_522000;2068.5
-2_522100;2070.5
-2_522200;2068.5
-2_522300;2071.5
-2_522400;2069.5
-2_522500;2068.5
-2_522600;2067.5
-2_522700;2068.0
-2_522800;2069.5
-2_522900;2071.5
-2_523000;2071.0
-2_523100;2071.5
-2_523200;2071.5
-2_523300;2071.5
-2_523400;2071.5
-2_523500;2072.5
-2_523600;2072.5
-2_523700;2073.5
-2_523800;2074.0
-2_523900;2074.0
-2_524000;2074.0
-2_524100;2075.5
-2_524200;2073.5
-2_524300;2073.5
-2_524400;2073.0
-2_524500;2072.0
-2_524600;2073.0
-2_524700;2074.5
-2_524800;2075.5
-2_524900;2075.0
-2_525000;2076.0
-2_525100;2077.5
-2_525200;2078.5
-2_525300;2077.5
-2_525400;2076.5
-2_525500;2076.0
-2_525600;2077.0
-2_525700;2075.5
-2_525800;2078.0
-2_525900;2077.0
-2_526000;2077.0
-2_526100;2075.0
-2_526200;2078.0
-2_526300;2076.5
-2_526400;2078.5
-2_526500;2077.5
-2_526600;2077.5
-2_526700;2076.0
-2_526800;2075.0
-2_526900;2075.5
-2_527000;2074.5
-2_527100;2073.5
-2_527200;2074.5
-2_527300;2075.0
-2_527400;2077.0
-2_527500;2078.0
-2_527600;2078.5
-2_527700;2078.0
-2_527800;2079.5
-2_527900;2078.0
-2_528000;2079.0
-2_528100;2079.5
-2_528200;2078.5
-2_528300;2077.0
-2_528400;2077.5
-2_528500;2079.0
-2_528600;2074.5
-2_528700;2075.5
-2_528800;2074.0
-2_528900;2074.0
-2_529000;2073.5
-2_529100;2069.5
-2_529200;2063.5
-2_529300;2065.5
-2_529400;2065.5
-2_529500;2064.5
-2_529600;2064.5
-2_529700;2064.5
-2_529800;2064.5
-2_529900;2066.0
-2_530000;2067.5
-2_530100;2066.5
-2_530200;2066.5
-2_530300;2066.5
